Position_race,Abbreviation,DriverNumber_race,TeamName_race,GridPosition,Year,Round,Circuit_race,Position_quali,DriverNumber_quali,TeamName_quali,Circuit_quali
1.0,VER,1,Red Bull Racing,1.0,2024,4,Suzuka,1.0,1,Red Bull Racing,Suzuka
2.0,PER,11,Red Bull Racing,2.0,2024,4,Suzuka,2.0,11,Red Bull Racing,Suzuka
3.0,SAI,55,Ferrari,4.0,2024,4,Suzuka,4.0,55,Ferrari,Suzuka
4.0,LEC,16,Ferrari,8.0,2024,4,Suzuka,8.0,16,Ferrari,Suzuka
5.0,NOR,4,McLaren,3.0,2024,4,Suzuka,3.0,4,McLaren,Suzuka
6.0,ALO,14,Aston Martin,5.0,2024,4,Suzuka,5.0,14,Aston Martin,Suzuka
7.0,RUS,63,Mercedes,9.0,2024,4,Suzuka,9.0,63,Mercedes,Suzuka
8.0,PIA,81,McLaren,6.0,2024,4,Suzuka,6.0,81,McLaren,Suzuka
9.0,HAM,44,Mercedes,7.0,2024,4,Suzuka,7.0,44,Mercedes,Suzuka
10.0,TSU,22,RB,10.0,2024,4,Suzuka,10.0,22,RB,Suzuka
11.0,HUL,27,Haas F1 Team,12.0,2024,4,Suzuka,12.0,27,Haas F1 Team,Suzuka
12.0,STR,18,Aston Martin,16.0,2024,4,Suzuka,16.0,18,Aston Martin,Suzuka
13.0,MAG,20,Haas F1 Team,18.0,2024,4,Suzuka,18.0,20,Haas F1 Team,Suzuka
14.0,BOT,77,Kick Sauber,13.0,2024,4,Suzuka,13.0,77,Kick Sauber,Suzuka
15.0,OCO,31,Alpine,15.0,2024,4,Suzuka,15.0,31,Alpine,Suzuka
16.0,GAS,10,Alpine,17.0,2024,4,Suzuka,17.0,10,Alpine,Suzuka
17.0,SAR,2,Williams,19.0,2024,4,Suzuka,19.0,2,Williams,Suzuka
18.0,ZHO,24,Kick Sauber,20.0,2024,4,Suzuka,20.0,24,Kick Sauber,Suzuka
19.0,RIC,3,RB,11.0,2024,4,Suzuka,11.0,3,RB,Suzuka
20.0,ALB,23,Williams,14.0,2024,4,Suzuka,14.0,23,Williams,Suzuka
1.0,VER,1,Red Bull Racing,1.0,2024,5,Shanghai,1.0,1,Red Bull Racing,Shanghai
2.0,NOR,4,McLaren,4.0,2024,5,Shanghai,4.0,4,McLaren,Shanghai
3.0,PER,11,Red Bull Racing,2.0,2024,5,Shanghai,2.0,11,Red Bull Racing,Shanghai
4.0,LEC,16,Ferrari,6.0,2024,5,Shanghai,6.0,16,Ferrari,Shanghai
5.0,SAI,55,Ferrari,7.0,2024,5,Shanghai,7.0,55,Ferrari,Shanghai
6.0,RUS,63,Mercedes,8.0,2024,5,Shanghai,8.0,63,Mercedes,Shanghai
7.0,ALO,14,Aston Martin,3.0,2024,5,Shanghai,3.0,14,Aston Martin,Shanghai
8.0,PIA,81,McLaren,5.0,2024,5,Shanghai,5.0,81,McLaren,Shanghai
9.0,HAM,44,Mercedes,18.0,2024,5,Shanghai,18.0,44,Mercedes,Shanghai
10.0,HUL,27,Haas F1 Team,9.0,2024,5,Shanghai,9.0,27,Haas F1 Team,Shanghai
11.0,OCO,31,Alpine,13.0,2024,5,Shanghai,13.0,31,Alpine,Shanghai
12.0,ALB,23,Williams,14.0,2024,5,Shanghai,14.0,23,Williams,Shanghai
13.0,GAS,10,Alpine,15.0,2024,5,Shanghai,15.0,10,Alpine,Shanghai
14.0,ZHO,24,Kick Sauber,16.0,2024,5,Shanghai,16.0,24,Kick Sauber,Shanghai
15.0,STR,18,Aston Martin,11.0,2024,5,Shanghai,11.0,18,Aston Martin,Shanghai
16.0,MAG,20,Haas F1 Team,17.0,2024,5,Shanghai,17.0,20,Haas F1 Team,Shanghai
17.0,SAR,2,Williams,20.0,2024,5,Shanghai,20.0,2,Williams,Shanghai
18.0,RIC,3,RB,12.0,2024,5,Shanghai,12.0,3,RB,Shanghai
19.0,TSU,22,RB,19.0,2024,5,Shanghai,19.0,22,RB,Shanghai
20.0,BOT,77,Kick Sauber,10.0,2024,5,Shanghai,10.0,77,Kick Sauber,Shanghai
1.0,NOR,4,McLaren,5.0,2024,6,Miami,5.0,4,McLaren,Miami
2.0,VER,1,Red Bull Racing,1.0,2024,6,Miami,1.0,1,Red Bull Racing,Miami
3.0,LEC,16,Ferrari,2.0,2024,6,Miami,2.0,16,Ferrari,Miami
4.0,PER,11,Red Bull Racing,4.0,2024,6,Miami,4.0,11,Red Bull Racing,Miami
5.0,SAI,55,Ferrari,3.0,2024,6,Miami,3.0,55,Ferrari,Miami
6.0,HAM,44,Mercedes,8.0,2024,6,Miami,8.0,44,Mercedes,Miami
7.0,TSU,22,RB,10.0,2024,6,Miami,10.0,22,RB,Miami
8.0,RUS,63,Mercedes,7.0,2024,6,Miami,7.0,63,Mercedes,Miami
9.0,ALO,14,Aston Martin,15.0,2024,6,Miami,15.0,14,Aston Martin,Miami
10.0,OCO,31,Alpine,13.0,2024,6,Miami,13.0,31,Alpine,Miami
11.0,HUL,27,Haas F1 Team,9.0,2024,6,Miami,9.0,27,Haas F1 Team,Miami
12.0,GAS,10,Alpine,12.0,2024,6,Miami,12.0,10,Alpine,Miami
13.0,PIA,81,McLaren,6.0,2024,6,Miami,6.0,81,McLaren,Miami
14.0,ZHO,24,Kick Sauber,19.0,2024,6,Miami,20.0,24,Kick Sauber,Miami
15.0,RIC,3,RB,20.0,2024,6,Miami,18.0,3,RB,Miami
16.0,BOT,77,Kick Sauber,16.0,2024,6,Miami,16.0,77,Kick Sauber,Miami
17.0,STR,18,Aston Martin,11.0,2024,6,Miami,11.0,18,Aston Martin,Miami
18.0,ALB,23,Williams,14.0,2024,6,Miami,14.0,23,Williams,Miami
19.0,MAG,20,Haas F1 Team,18.0,2024,6,Miami,19.0,20,Haas F1 Team,Miami
20.0,SAR,2,Williams,17.0,2024,6,Miami,17.0,2,Williams,Miami
1.0,VER,1,Red Bull Racing,1.0,2024,7,Imola,1.0,1,Red Bull Racing,Imola
2.0,NOR,4,McLaren,2.0,2024,7,Imola,3.0,4,McLaren,Imola
3.0,LEC,16,Ferrari,3.0,2024,7,Imola,4.0,16,Ferrari,Imola
4.0,PIA,81,McLaren,5.0,2024,7,Imola,2.0,81,McLaren,Imola
5.0,SAI,55,Ferrari,4.0,2024,7,Imola,5.0,55,Ferrari,Imola
6.0,HAM,44,Mercedes,8.0,2024,7,Imola,8.0,44,Mercedes,Imola
7.0,RUS,63,Mercedes,6.0,2024,7,Imola,6.0,63,Mercedes,Imola
8.0,PER,11,Red Bull Racing,11.0,2024,7,Imola,11.0,11,Red Bull Racing,Imola
9.0,STR,18,Aston Martin,13.0,2024,7,Imola,13.0,18,Aston Martin,Imola
10.0,TSU,22,RB,7.0,2024,7,Imola,7.0,22,RB,Imola
11.0,HUL,27,Haas F1 Team,10.0,2024,7,Imola,10.0,27,Haas F1 Team,Imola
12.0,MAG,20,Haas F1 Team,18.0,2024,7,Imola,18.0,20,Haas F1 Team,Imola
13.0,RIC,3,RB,9.0,2024,7,Imola,9.0,3,RB,Imola
14.0,OCO,31,Alpine,12.0,2024,7,Imola,12.0,31,Alpine,Imola
15.0,ZHO,24,Kick Sauber,17.0,2024,7,Imola,17.0,24,Kick Sauber,Imola
16.0,GAS,10,Alpine,15.0,2024,7,Imola,15.0,10,Alpine,Imola
17.0,SAR,2,Williams,19.0,2024,7,Imola,20.0,2,Williams,Imola
18.0,BOT,77,Kick Sauber,16.0,2024,7,Imola,16.0,77,Kick Sauber,Imola
19.0,ALO,14,Aston Martin,20.0,2024,7,Imola,19.0,14,Aston Martin,Imola
20.0,ALB,23,Williams,14.0,2024,7,Imola,14.0,23,Williams,Imola
1.0,LEC,16,Ferrari,1.0,2024,8,Monaco,1.0,16,Ferrari,Monaco
2.0,PIA,81,McLaren,2.0,2024,8,Monaco,2.0,81,McLaren,Monaco
3.0,SAI,55,Ferrari,3.0,2024,8,Monaco,3.0,55,Ferrari,Monaco
4.0,NOR,4,McLaren,4.0,2024,8,Monaco,4.0,4,McLaren,Monaco
5.0,RUS,63,Mercedes,5.0,2024,8,Monaco,5.0,63,Mercedes,Monaco
6.0,VER,1,Red Bull Racing,6.0,2024,8,Monaco,6.0,1,Red Bull Racing,Monaco
7.0,HAM,44,Mercedes,7.0,2024,8,Monaco,7.0,44,Mercedes,Monaco
8.0,TSU,22,RB,8.0,2024,8,Monaco,8.0,22,RB,Monaco
9.0,ALB,23,Williams,9.0,2024,8,Monaco,9.0,23,Williams,Monaco
10.0,GAS,10,Alpine,10.0,2024,8,Monaco,10.0,10,Alpine,Monaco
11.0,ALO,14,Aston Martin,14.0,2024,8,Monaco,14.0,14,Aston Martin,Monaco
12.0,RIC,3,RB,12.0,2024,8,Monaco,12.0,3,RB,Monaco
13.0,BOT,77,Kick Sauber,17.0,2024,8,Monaco,17.0,77,Kick Sauber,Monaco
14.0,STR,18,Aston Martin,13.0,2024,8,Monaco,13.0,18,Aston Martin,Monaco
15.0,SAR,2,Williams,15.0,2024,8,Monaco,15.0,2,Williams,Monaco
16.0,ZHO,24,Kick Sauber,18.0,2024,8,Monaco,18.0,24,Kick Sauber,Monaco
17.0,OCO,31,Alpine,11.0,2024,8,Monaco,11.0,31,Alpine,Monaco
18.0,PER,11,Red Bull Racing,16.0,2024,8,Monaco,16.0,11,Red Bull Racing,Monaco
19.0,HUL,27,Haas F1 Team,19.0,2024,8,Monaco,14.0,27,Haas F1 Team,Monaco
20.0,MAG,20,Haas F1 Team,20.0,2024,8,Monaco,15.0,20,Haas F1 Team,Monaco
1.0,VER,1,Red Bull Racing,2.0,2024,9,Montréal,2.0,1,Red Bull Racing,Montréal
2.0,NOR,4,McLaren,3.0,2024,9,Montréal,3.0,4,McLaren,Montréal
3.0,RUS,63,Mercedes,1.0,2024,9,Montréal,1.0,63,Mercedes,Montréal
4.0,HAM,44,Mercedes,7.0,2024,9,Montréal,7.0,44,Mercedes,Montréal
5.0,PIA,81,McLaren,4.0,2024,9,Montréal,4.0,81,McLaren,Montréal
6.0,ALO,14,Aston Martin,6.0,2024,9,Montréal,6.0,14,Aston Martin,Montréal
7.0,STR,18,Aston Martin,9.0,2024,9,Montréal,9.0,18,Aston Martin,Montréal
8.0,RIC,3,RB,5.0,2024,9,Montréal,5.0,3,RB,Montréal
9.0,GAS,10,Alpine,15.0,2024,9,Montréal,15.0,10,Alpine,Montréal
10.0,OCO,31,Alpine,18.0,2024,9,Montréal,18.0,31,Alpine,Montréal
11.0,HUL,27,Haas F1 Team,17.0,2024,9,Montréal,19.0,27,Haas F1 Team,Montréal
12.0,MAG,20,Haas F1 Team,14.0,2024,9,Montréal,14.0,20,Haas F1 Team,Montréal
13.0,BOT,77,Kick Sauber,19.0,2024,9,Montréal,17.0,77,Kick Sauber,Montréal
14.0,TSU,22,RB,8.0,2024,9,Montréal,8.0,22,RB,Montréal
15.0,ZHO,24,Kick Sauber,20.0,2024,9,Montréal,20.0,24,Kick Sauber,Montréal
16.0,SAI,55,Ferrari,12.0,2024,9,Montréal,12.0,55,Ferrari,Montréal
17.0,ALB,23,Williams,10.0,2024,9,Montréal,10.0,23,Williams,Montréal
18.0,PER,11,Red Bull Racing,16.0,2024,9,Montréal,16.0,11,Red Bull Racing,Montréal
19.0,LEC,16,Ferrari,11.0,2024,9,Montréal,11.0,16,Ferrari,Montréal
20.0,SAR,2,Williams,13.0,2024,9,Montréal,13.0,2,Williams,Montréal
1.0,VER,1,Red Bull Racing,2.0,2024,10,Barcelona,2.0,1,Red Bull Racing,Barcelona
2.0,NOR,4,McLaren,1.0,2024,10,Barcelona,1.0,4,McLaren,Barcelona
3.0,HAM,44,Mercedes,3.0,2024,10,Barcelona,3.0,44,Mercedes,Barcelona
4.0,RUS,63,Mercedes,4.0,2024,10,Barcelona,4.0,63,Mercedes,Barcelona
5.0,LEC,16,Ferrari,5.0,2024,10,Barcelona,5.0,16,Ferrari,Barcelona
6.0,SAI,55,Ferrari,6.0,2024,10,Barcelona,6.0,55,Ferrari,Barcelona
7.0,PIA,81,McLaren,9.0,2024,10,Barcelona,10.0,81,McLaren,Barcelona
8.0,PER,11,Red Bull Racing,11.0,2024,10,Barcelona,8.0,11,Red Bull Racing,Barcelona
9.0,GAS,10,Alpine,7.0,2024,10,Barcelona,7.0,10,Alpine,Barcelona
10.0,OCO,31,Alpine,8.0,2024,10,Barcelona,9.0,31,Alpine,Barcelona
11.0,HUL,27,Haas F1 Team,13.0,2024,10,Barcelona,13.0,27,Haas F1 Team,Barcelona
12.0,ALO,14,Aston Martin,10.0,2024,10,Barcelona,11.0,14,Aston Martin,Barcelona
13.0,ZHO,24,Kick Sauber,15.0,2024,10,Barcelona,15.0,24,Kick Sauber,Barcelona
14.0,STR,18,Aston Martin,14.0,2024,10,Barcelona,14.0,18,Aston Martin,Barcelona
15.0,RIC,3,RB,18.0,2024,10,Barcelona,18.0,3,RB,Barcelona
16.0,BOT,77,Kick Sauber,12.0,2024,10,Barcelona,12.0,77,Kick Sauber,Barcelona
17.0,MAG,20,Haas F1 Team,16.0,2024,10,Barcelona,16.0,20,Haas F1 Team,Barcelona
18.0,ALB,23,Williams,20.0,2024,10,Barcelona,19.0,23,Williams,Barcelona
19.0,TSU,22,RB,17.0,2024,10,Barcelona,17.0,22,RB,Barcelona
20.0,SAR,2,Williams,19.0,2024,10,Barcelona,20.0,2,Williams,Barcelona
1.0,RUS,63,Mercedes,3.0,2024,11,Spielberg,3.0,63,Mercedes,Spielberg
2.0,PIA,81,McLaren,7.0,2024,11,Spielberg,7.0,81,McLaren,Spielberg
3.0,SAI,55,Ferrari,4.0,2024,11,Spielberg,4.0,55,Ferrari,Spielberg
4.0,HAM,44,Mercedes,5.0,2024,11,Spielberg,5.0,44,Mercedes,Spielberg
5.0,VER,1,Red Bull Racing,1.0,2024,11,Spielberg,1.0,1,Red Bull Racing,Spielberg
6.0,HUL,27,Haas F1 Team,9.0,2024,11,Spielberg,9.0,27,Haas F1 Team,Spielberg
7.0,PER,11,Red Bull Racing,8.0,2024,11,Spielberg,8.0,11,Red Bull Racing,Spielberg
8.0,MAG,20,Haas F1 Team,12.0,2024,11,Spielberg,12.0,20,Haas F1 Team,Spielberg
9.0,RIC,3,RB,11.0,2024,11,Spielberg,11.0,3,RB,Spielberg
10.0,GAS,10,Alpine,13.0,2024,11,Spielberg,13.0,10,Alpine,Spielberg
11.0,LEC,16,Ferrari,6.0,2024,11,Spielberg,6.0,16,Ferrari,Spielberg
12.0,OCO,31,Alpine,10.0,2024,11,Spielberg,10.0,31,Alpine,Spielberg
13.0,STR,18,Aston Martin,17.0,2024,11,Spielberg,17.0,18,Aston Martin,Spielberg
14.0,TSU,22,RB,14.0,2024,11,Spielberg,14.0,22,RB,Spielberg
15.0,ALB,23,Williams,16.0,2024,11,Spielberg,16.0,23,Williams,Spielberg
16.0,BOT,77,Kick Sauber,18.0,2024,11,Spielberg,18.0,77,Kick Sauber,Spielberg
17.0,ZHO,24,Kick Sauber,20.0,2024,11,Spielberg,20.0,24,Kick Sauber,Spielberg
18.0,ALO,14,Aston Martin,15.0,2024,11,Spielberg,15.0,14,Aston Martin,Spielberg
19.0,SAR,2,Williams,19.0,2024,11,Spielberg,19.0,2,Williams,Spielberg
20.0,NOR,4,McLaren,2.0,2024,11,Spielberg,2.0,4,McLaren,Spielberg
1.0,HAM,44,Mercedes,2.0,2024,12,Silverstone,2.0,44,Mercedes,Silverstone
2.0,VER,1,Red Bull Racing,4.0,2024,12,Silverstone,4.0,1,Red Bull Racing,Silverstone
3.0,NOR,4,McLaren,3.0,2024,12,Silverstone,3.0,4,McLaren,Silverstone
4.0,PIA,81,McLaren,5.0,2024,12,Silverstone,5.0,81,McLaren,Silverstone
5.0,SAI,55,Ferrari,7.0,2024,12,Silverstone,7.0,55,Ferrari,Silverstone
6.0,HUL,27,Haas F1 Team,6.0,2024,12,Silverstone,6.0,27,Haas F1 Team,Silverstone
7.0,STR,18,Aston Martin,8.0,2024,12,Silverstone,8.0,18,Aston Martin,Silverstone
8.0,ALO,14,Aston Martin,10.0,2024,12,Silverstone,10.0,14,Aston Martin,Silverstone
9.0,ALB,23,Williams,9.0,2024,12,Silverstone,9.0,23,Williams,Silverstone
10.0,TSU,22,RB,13.0,2024,12,Silverstone,13.0,22,RB,Silverstone
11.0,SAR,2,Williams,12.0,2024,12,Silverstone,12.0,2,Williams,Silverstone
12.0,MAG,20,Haas F1 Team,17.0,2024,12,Silverstone,17.0,20,Haas F1 Team,Silverstone
13.0,RIC,3,RB,15.0,2024,12,Silverstone,15.0,3,RB,Silverstone
14.0,LEC,16,Ferrari,11.0,2024,12,Silverstone,11.0,16,Ferrari,Silverstone
15.0,BOT,77,Kick Sauber,16.0,2024,12,Silverstone,16.0,77,Kick Sauber,Silverstone
16.0,OCO,31,Alpine,18.0,2024,12,Silverstone,18.0,31,Alpine,Silverstone
17.0,PER,11,Red Bull Racing,20.0,2024,12,Silverstone,19.0,11,Red Bull Racing,Silverstone
18.0,ZHO,24,Kick Sauber,14.0,2024,12,Silverstone,14.0,24,Kick Sauber,Silverstone
19.0,RUS,63,Mercedes,1.0,2024,12,Silverstone,1.0,63,Mercedes,Silverstone
20.0,GAS,10,Alpine,19.0,2024,12,Silverstone,20.0,10,Alpine,Silverstone
1.0,PIA,81,McLaren,2.0,2024,13,Budapest,2.0,81,McLaren,Budapest
2.0,NOR,4,McLaren,1.0,2024,13,Budapest,1.0,4,McLaren,Budapest
3.0,HAM,44,Mercedes,5.0,2024,13,Budapest,5.0,44,Mercedes,Budapest
4.0,LEC,16,Ferrari,6.0,2024,13,Budapest,6.0,16,Ferrari,Budapest
5.0,VER,1,Red Bull Racing,3.0,2024,13,Budapest,3.0,1,Red Bull Racing,Budapest
6.0,SAI,55,Ferrari,4.0,2024,13,Budapest,4.0,55,Ferrari,Budapest
7.0,PER,11,Red Bull Racing,16.0,2024,13,Budapest,16.0,11,Red Bull Racing,Budapest
8.0,RUS,63,Mercedes,17.0,2024,13,Budapest,17.0,63,Mercedes,Budapest
9.0,TSU,22,RB,10.0,2024,13,Budapest,10.0,22,RB,Budapest
10.0,STR,18,Aston Martin,8.0,2024,13,Budapest,8.0,18,Aston Martin,Budapest
11.0,ALO,14,Aston Martin,7.0,2024,13,Budapest,7.0,14,Aston Martin,Budapest
12.0,RIC,3,RB,9.0,2024,13,Budapest,9.0,3,RB,Budapest
13.0,HUL,27,Haas F1 Team,11.0,2024,13,Budapest,11.0,27,Haas F1 Team,Budapest
14.0,ALB,23,Williams,13.0,2024,13,Budapest,13.0,23,Williams,Budapest
15.0,MAG,20,Haas F1 Team,15.0,2024,13,Budapest,15.0,20,Haas F1 Team,Budapest
16.0,BOT,77,Kick Sauber,12.0,2024,13,Budapest,12.0,77,Kick Sauber,Budapest
17.0,SAR,2,Williams,14.0,2024,13,Budapest,14.0,2,Williams,Budapest
18.0,OCO,31,Alpine,19.0,2024,13,Budapest,19.0,31,Alpine,Budapest
19.0,ZHO,24,Kick Sauber,18.0,2024,13,Budapest,18.0,24,Kick Sauber,Budapest
20.0,GAS,10,Alpine,20.0,2024,13,Budapest,20.0,10,Alpine,Budapest
1.0,HAM,44,Mercedes,3.0,2024,14,Spa-Francorchamps,4.0,44,Mercedes,Spa-Francorchamps
2.0,PIA,81,McLaren,5.0,2024,14,Spa-Francorchamps,6.0,81,McLaren,Spa-Francorchamps
3.0,LEC,16,Ferrari,1.0,2024,14,Spa-Francorchamps,2.0,16,Ferrari,Spa-Francorchamps
4.0,VER,1,Red Bull Racing,11.0,2024,14,Spa-Francorchamps,1.0,1,Red Bull Racing,Spa-Francorchamps
5.0,NOR,4,McLaren,4.0,2024,14,Spa-Francorchamps,5.0,4,McLaren,Spa-Francorchamps
6.0,SAI,55,Ferrari,7.0,2024,14,Spa-Francorchamps,8.0,55,Ferrari,Spa-Francorchamps
7.0,PER,11,Red Bull Racing,2.0,2024,14,Spa-Francorchamps,3.0,11,Red Bull Racing,Spa-Francorchamps
8.0,ALO,14,Aston Martin,8.0,2024,14,Spa-Francorchamps,9.0,14,Aston Martin,Spa-Francorchamps
9.0,OCO,31,Alpine,9.0,2024,14,Spa-Francorchamps,10.0,31,Alpine,Spa-Francorchamps
10.0,RIC,3,RB,13.0,2024,14,Spa-Francorchamps,13.0,3,RB,Spa-Francorchamps
11.0,STR,18,Aston Martin,15.0,2024,14,Spa-Francorchamps,15.0,18,Aston Martin,Spa-Francorchamps
12.0,ALB,23,Williams,10.0,2024,14,Spa-Francorchamps,11.0,23,Williams,Spa-Francorchamps
13.0,GAS,10,Alpine,12.0,2024,14,Spa-Francorchamps,12.0,10,Alpine,Spa-Francorchamps
14.0,MAG,20,Haas F1 Team,17.0,2024,14,Spa-Francorchamps,17.0,20,Haas F1 Team,Spa-Francorchamps
15.0,BOT,77,Kick Sauber,14.0,2024,14,Spa-Francorchamps,14.0,77,Kick Sauber,Spa-Francorchamps
16.0,TSU,22,RB,20.0,2024,14,Spa-Francorchamps,18.0,22,RB,Spa-Francorchamps
17.0,SAR,2,Williams,18.0,2024,14,Spa-Francorchamps,19.0,2,Williams,Spa-Francorchamps
18.0,HUL,27,Haas F1 Team,16.0,2024,14,Spa-Francorchamps,16.0,27,Haas F1 Team,Spa-Francorchamps
19.0,ZHO,24,Kick Sauber,19.0,2024,14,Spa-Francorchamps,20.0,24,Kick Sauber,Spa-Francorchamps
20.0,RUS,63,Mercedes,6.0,2024,14,Spa-Francorchamps,7.0,63,Mercedes,Spa-Francorchamps
1.0,NOR,4,McLaren,1.0,2024,15,Zandvoort,1.0,4,McLaren,Zandvoort
2.0,VER,1,Red Bull Racing,2.0,2024,15,Zandvoort,2.0,1,Red Bull Racing,Zandvoort
3.0,LEC,16,Ferrari,6.0,2024,15,Zandvoort,6.0,16,Ferrari,Zandvoort
4.0,PIA,81,McLaren,3.0,2024,15,Zandvoort,3.0,81,McLaren,Zandvoort
5.0,SAI,55,Ferrari,10.0,2024,15,Zandvoort,10.0,55,Ferrari,Zandvoort
6.0,PER,11,Red Bull Racing,5.0,2024,15,Zandvoort,5.0,11,Red Bull Racing,Zandvoort
7.0,RUS,63,Mercedes,4.0,2024,15,Zandvoort,4.0,63,Mercedes,Zandvoort
8.0,HAM,44,Mercedes,14.0,2024,15,Zandvoort,11.0,44,Mercedes,Zandvoort
9.0,GAS,10,Alpine,9.0,2024,15,Zandvoort,9.0,10,Alpine,Zandvoort
10.0,ALO,14,Aston Martin,7.0,2024,15,Zandvoort,7.0,14,Aston Martin,Zandvoort
11.0,HUL,27,Haas F1 Team,12.0,2024,15,Zandvoort,13.0,27,Haas F1 Team,Zandvoort
12.0,RIC,3,RB,13.0,2024,15,Zandvoort,15.0,3,RB,Zandvoort
13.0,STR,18,Aston Martin,8.0,2024,15,Zandvoort,8.0,18,Aston Martin,Zandvoort
14.0,ALB,23,Williams,19.0,2024,15,Zandvoort,10.0,23,Williams,Zandvoort
15.0,OCO,31,Alpine,15.0,2024,15,Zandvoort,16.0,31,Alpine,Zandvoort
16.0,SAR,2,Williams,18.0,2024,15,Zandvoort,20.0,2,Williams,Zandvoort
17.0,TSU,22,RB,11.0,2024,15,Zandvoort,12.0,22,RB,Zandvoort
18.0,MAG,20,Haas F1 Team,20.0,2024,15,Zandvoort,14.0,20,Haas F1 Team,Zandvoort
19.0,BOT,77,Kick Sauber,16.0,2024,15,Zandvoort,17.0,77,Kick Sauber,Zandvoort
20.0,ZHO,24,Kick Sauber,17.0,2024,15,Zandvoort,18.0,24,Kick Sauber,Zandvoort
1.0,LEC,16,Ferrari,4.0,2024,16,Monza,4.0,16,Ferrari,Monza
2.0,PIA,81,McLaren,2.0,2024,16,Monza,2.0,81,McLaren,Monza
3.0,NOR,4,McLaren,1.0,2024,16,Monza,1.0,4,McLaren,Monza
4.0,SAI,55,Ferrari,5.0,2024,16,Monza,5.0,55,Ferrari,Monza
5.0,HAM,44,Mercedes,6.0,2024,16,Monza,6.0,44,Mercedes,Monza
6.0,VER,1,Red Bull Racing,7.0,2024,16,Monza,7.0,1,Red Bull Racing,Monza
7.0,RUS,63,Mercedes,3.0,2024,16,Monza,3.0,63,Mercedes,Monza
8.0,PER,11,Red Bull Racing,8.0,2024,16,Monza,8.0,11,Red Bull Racing,Monza
9.0,ALB,23,Williams,9.0,2024,16,Monza,9.0,23,Williams,Monza
10.0,MAG,20,Haas F1 Team,13.0,2024,16,Monza,13.0,20,Haas F1 Team,Monza
11.0,ALO,14,Aston Martin,11.0,2024,16,Monza,11.0,14,Aston Martin,Monza
12.0,COL,43,Williams,18.0,2024,16,Monza,18.0,43,Williams,Monza
13.0,RIC,3,RB,12.0,2024,16,Monza,12.0,3,RB,Monza
14.0,OCO,31,Alpine,15.0,2024,16,Monza,15.0,31,Alpine,Monza
15.0,GAS,10,Alpine,14.0,2024,16,Monza,14.0,10,Alpine,Monza
16.0,BOT,77,Kick Sauber,19.0,2024,16,Monza,19.0,77,Kick Sauber,Monza
17.0,HUL,27,Haas F1 Team,10.0,2024,16,Monza,10.0,27,Haas F1 Team,Monza
18.0,ZHO,24,Kick Sauber,20.0,2024,16,Monza,20.0,24,Kick Sauber,Monza
19.0,STR,18,Aston Martin,17.0,2024,16,Monza,17.0,18,Aston Martin,Monza
20.0,TSU,22,RB,16.0,2024,16,Monza,16.0,22,RB,Monza
1.0,PIA,81,McLaren,2.0,2024,17,Baku,2.0,81,McLaren,Baku
2.0,LEC,16,Ferrari,1.0,2024,17,Baku,1.0,16,Ferrari,Baku
3.0,RUS,63,Mercedes,5.0,2024,17,Baku,5.0,63,Mercedes,Baku
4.0,NOR,4,McLaren,15.0,2024,17,Baku,16.0,4,McLaren,Baku
5.0,VER,1,Red Bull Racing,6.0,2024,17,Baku,6.0,1,Red Bull Racing,Baku
6.0,ALO,14,Aston Martin,7.0,2024,17,Baku,8.0,14,Aston Martin,Baku
7.0,ALB,23,Williams,9.0,2024,17,Baku,10.0,23,Williams,Baku
8.0,COL,43,Williams,8.0,2024,17,Baku,9.0,43,Williams,Baku
9.0,HAM,44,Mercedes,19.0,2024,17,Baku,7.0,44,Mercedes,Baku
10.0,BEA,50,Haas F1 Team,10.0,2024,17,Baku,11.0,50,Haas F1 Team,Baku
11.0,HUL,27,Haas F1 Team,12.0,2024,17,Baku,13.0,27,Haas F1 Team,Baku
12.0,GAS,10,Alpine,18.0,2024,17,Baku,15.0,10,Alpine,Baku
13.0,RIC,3,RB,14.0,2024,17,Baku,15.0,3,RB,Baku
14.0,ZHO,24,Kick Sauber,17.0,2024,17,Baku,18.0,24,Kick Sauber,Baku
15.0,OCO,31,Alpine,20.0,2024,17,Baku,19.0,31,Alpine,Baku
16.0,BOT,77,Kick Sauber,16.0,2024,17,Baku,17.0,77,Kick Sauber,Baku
17.0,PER,11,Red Bull Racing,4.0,2024,17,Baku,4.0,11,Red Bull Racing,Baku
18.0,SAI,55,Ferrari,3.0,2024,17,Baku,3.0,55,Ferrari,Baku
19.0,STR,18,Aston Martin,13.0,2024,17,Baku,14.0,18,Aston Martin,Baku
20.0,TSU,22,RB,11.0,2024,17,Baku,12.0,22,RB,Baku
1.0,NOR,4,McLaren,1.0,2024,18,Marina Bay,1.0,4,McLaren,Marina Bay
2.0,VER,1,Red Bull Racing,2.0,2024,18,Marina Bay,2.0,1,Red Bull Racing,Marina Bay
3.0,PIA,81,McLaren,5.0,2024,18,Marina Bay,5.0,81,McLaren,Marina Bay
4.0,RUS,63,Mercedes,4.0,2024,18,Marina Bay,4.0,63,Mercedes,Marina Bay
5.0,LEC,16,Ferrari,9.0,2024,18,Marina Bay,9.0,16,Ferrari,Marina Bay
6.0,HAM,44,Mercedes,3.0,2024,18,Marina Bay,3.0,44,Mercedes,Marina Bay
